,company_name,license,items,home,businessPerson,epsProductAddress,businessLicenseNumber,legalPerson,qfManagerName,qualityPerson,rcManagerDepartName,rcManagerUser,xkDate,xkDateStr,xkName
68,重庆正仁医疗器械有限公司,渝妆20160015,一般液态单元（啫喱类、护发清洁类、护肤水类）；膏霜乳液单元（护肤清洁类）,重庆市合川工业园区花园路2808号1栋2楼,萧正辉,重庆市合川工业园区花园路2808号1栋2楼,91500106078844721E,萧正辉,重庆市药品监督管理局,邹晓军,重庆市药品监督管理局检查一局,李灿 胡万军,2026-12-22,2021-12-23,赵勇
69,广西梧州市藤县亮友医药卫生用品有限公司,桂妆20160026,一般液态单元（护肤水类）；膏霜乳液单元（护肤清洁类）；气雾剂及有机溶剂单元（有机溶剂类）,广西梧州市藤县太平镇三环街108号,黄柏顺,广西梧州市藤县太平镇三环街108号,914504223403516912,黄柏顺,广西壮族自治区药品监督管理局,黄理金,广西壮族自治区药品监督管理局,李芸、廖晓峰,2026-12-22,2021-12-23,李雄科
70,义乌简捷日用百货有限公司,浙妆20210064,一般液态单元；膏霜乳液单元（具体产品类别见副本）***,浙江省金华市义乌市浙江省义乌市福田街道荷叶塘工业区物华路一街15号（自主申报）,柯华荣,浙江省义乌市福田街道荷叶塘工业区物化路一街15号2栋2层东部、4层***,91330782MA2ED43A64,柯华荣,浙江省药品监督管理局,赵杳,无,无,2026-12-21,2021-12-22,无
71,汕头市龙湖区诗卉化妆品有限公司,粤妆20161667,一般液态单元（护肤水类、啫喱类）；膏霜乳液单元（护肤清洁类）,汕头市珠池路丽水庄珠华工业区5栋北座四楼,李小敏,汕头市珠池路丽水庄珠华工业区5幢北座四楼,91440507707644635Q,李小敏,广东省药品监督管理局,李小敏,汕头市龙湖区市场监督管理局,日常监管机构指定,2026-12-25,2021-12-22,苏盛锋
72,扬州碧丽诗日化用品有限公司,苏妆20160221,一般液态单元（护发清洁类）；膏霜乳液单元（护发类、护肤清洁类）,扬州市杭集镇通洲路6号1,朱正其,扬州市杭集镇通洲路6号1,913210163238514911,朱正其,江苏省药品监督管理局,孙恒军,江苏省药品监督管理局（扬州检查分局）,江苏省药品监督管理局（扬州检查分局）负责日常监管的人员,2026-12-21,2021-12-22,胡春风
73,扬州市雅士美日化有限公司,苏妆20160171,一般液态单元（护发清洁类、护肤水类）；膏霜乳液单元（护发类、护肤清洁类）,江苏省扬州市杭集镇三笑大道188号（锦都扬州国际酒店用品城）K324-K327，K330-K332,顾夕国,江苏省扬州市杭集镇三笑大道188号（锦都扬州国际酒店用品城）K324-K327，K330-K332,91321016MA1ME6DH3E,顾夕国,江苏省药品监督管理局,吴国鸿,江苏省药品监督管理局（扬州检查分局）,江苏省药品监督管理局（扬州检查分局）负责日常监管的人员,2026-12-21,2021-12-22,胡春风
74,脱普日用化学品（中国）有限公司,苏妆20160082,一般液态单元（护发清洁类）；膏霜乳液单元（护发类、护肤清洁类）,江苏省无锡市新区锡达路259号,叶佳彬,江苏省无锡市新区锡达路259号,91320213607974223M,洪振辉,江苏省药品监督管理局,叶佳彬,无锡市食品药品监督管理局,王丹、马小军,2022-05-30,2021-12-22,张贤
75,漳州庄臣化学品有限公司,闽妆20170006,一般液态单元（护发清洁类）；膏霜乳液单元（护肤清洁类#）；粉单元（散粉类）***注：#表示具备眼部用护肤类、婴儿和儿童用护肤类化妆品生产条件,福建省漳州高新区颜厝工业区,庄建成,福建省漳州高新区颜厝工业区,91350600628586457W,庄建成,福建省药品监督管理局,许少鸿,福建省药品监督管理局厦门药品稽查办公室,***,2027-01-19,2021-12-22,郑纯
76,嘉文丽（福建）化妆品有限公司,闽妆20160011,一般液态单元（啫喱类#、护发清洁类、护肤水类#）；膏霜乳液单元（护肤清洁类#）***注：#表示具备眼部用护肤类、婴儿和儿童用护肤类化妆品生产条件,福建省漳州台商投资区龙祥路21号,林建平,福建省漳州台商投资区龙祥路21号,913506007960553566,饶焕文,福建省药品监督管理局,潘发伍,福建省药品监督管理局厦门药品稽查办公室,***,2026-09-08,2021-12-22,郑纯
77,超力健(天津)化妆品有限公司,津妆20160035,一般液态单元（啫喱类、护发清洁类、护肤水类）；膏霜乳液单元（护发类、护肤清洁类）,天津市津南区长青科工贸园区重庆街17号厂房二楼,李士军,天津市津南开发区长青科工贸园区8号,91120116722982253B,李士军,天津市药品监督管理局,李士军,天津市药品监督管理局,孙闺芳、李婧涵,2026-12-21,2021-12-22,张胜昔
78,佰纳黛丝（天津）化妆品有限公司,津妆20160033,一般液态单元（啫喱类、护发清洁类、护肤水类）；膏霜乳液单元（护发类、护肤清洁类）,天津市滨海新区大港石化产业园区,于德生,天津市滨海新区大港石化产业园区,91120116663069981Y,尹静,天津市药品监督管理局,丁连松,天津市药品监督管理局,孙闺芳、李婧涵,2026-12-21,2021-12-22,张胜昔
79,哈尔滨蜜雪儿化妆品有限公司,黑妆20160019,一般液态单元（护肤水类）；膏霜乳液单元（护肤清洁类）,哈尔滨市平房工业园区平房路123号,卢晓芳,哈尔滨市平房工业园区平房路123号,912301006071673333,谢尚伯,黑龙江省药品监督管理局,林佳烨,黑龙江省药品监督管理局,化妆品监督管理处,2026-12-21,2021-12-22,赵国彬
80,浙江巅峰实业有限公司,浙妆20210063,一般液态单元（具体产品类别见副本）***,浙江省金华市金东区浙江省金华市金东区曹宅镇翠微路602号1幢（自主申报）,王志平,浙江省金华市金东区曹宅镇翠微路602号3幢4楼***,91330703MA2ECC5Q6J,夏小明,浙江省药品监督管理局,何美付,无,无,2026-12-20,2021-12-21,无
81,金华颜熙化妆品有限公司,浙妆20210062,粉单元；蜡基单元（具体产品类别见副本）***,浙江省金华市金东区浙江省金华市金东区孝顺镇中街村（金华市铨铨塑业有限公司内3幢3-5层）（自主申报）,林荣炳,浙江省金华市金东区孝顺镇中街村(金华市铨铨塑业有限公司内3幢3-5层)***,91330703MA2M4H8F26,林荣炳,浙江省药品监督管理局,林荣炳,无,无,2026-12-20,2021-12-21,无
82,绥中神箭神舟航天空间生物科技有限公司,辽妆20210014,一般液态单元（护发清洁类）,辽宁东戴河新区A区昆山路西段1号,吴前进,辽宁东戴河新区A区昆山路西段1号,91211421686606137N,徐建国,辽宁省药品监督管理局,吴前进,辽宁省药品监督管理局,辽宁省药品监督管理局稽查十四处,2026-12-21,2021-12-21,潘勇
83,上海维尔雅化妆品有限公司,沪妆20170023,一般液态单元（护发清洁类、护肤水类#）；膏霜乳液单元（护肤清洁类#、护发类）；蜡基单元（蜡基类）***注：#表示具备眼部用护肤类、婴儿和儿童用护肤类化妆品生产条件,上海市奉贤区青村镇施威路158号4幢,吕娜,上海市奉贤区青村镇施威路158号4幢,91310115133535164D,吕娜,上海市药品监督管理局,祁传华,上海市奉贤区市场监督管理局,谭士洁、乔磊、倪威,2022-10-09,2021-12-21,赵燕君
84,江西珍视明药业有限公司,赣妆20170002,一般液态单元（护肤水类）,江西省抚州市临川区迎宾大道218号,徐发红,江西省抚州市临川区迎宾大道218号,91361003789743169E,徐发红,江西省药品监督管理局,朱样根,抚州市食品药品监督管理局,郭文玮、王梅,2026-12-20,2021-12-21,吴腮忠
85,赣州澳丽尔化妆品有限公司,赣妆20170001,1、3号厂房：一般液态单元（护发清洁类，护肤水类，啫喱类）、膏霜乳单元（护肤清洁类，护发类）、粉单元（散粉类、浴盐类）、气雾剂及有机溶剂单元（有机溶剂类）。（含眼部用护肤类，婴儿和儿童用护肤类）。2、1号厂房：一般液态单元（护发清洁类，护肤水类，啫喱类）、膏霜乳单元（护肤清洁类，护发类）。,江西省赣州市赣县区赣州高新技术产业开发区火炬大道11号,曾小生,江西省赣州市赣县区赣州高新技术产业开发区火炬大道11号,91360721568680934Q,曾罗生,江西省药品监督管理局,谢有专,***,***,2026-12-20,2021-12-21,吴腮忠
86,成都青山利康药业有限公司,川妆20160004,一般液态单元（啫喱类、护肤水类）；膏霜乳液单元（护肤清洁类）,成都高新区高朋大道14号,程龙,成都市双流区西航港空港五路2888号,91510100732384126D,刘革新,四川省药品监督管理局,吕敏,四川省药品监督管理局,职能处室相关人员,2026-05-17,2021-12-21,曾继奎
87,浙江因诺泰医疗器械有限公司,浙妆20210061,一般液态单元；膏霜乳液单元（具体产品类别见副本）***,浙江省杭州市余杭区浙江省杭州市余杭区仓前街道余杭塘路2959号4幢1层,徐丽君,浙江省杭州市余杭区仓前街道余杭塘路2959号4幢1层***,91330110MA2809DB5J,徐丽君,浙江省药品监督管理局,杨维,无,无,2026-12-19,2021-12-20,无
88,云南盘龙云海药业有限公司,云妆20160029,一般液态单元（啫喱类、护发清洁类、护肤水类）；膏霜乳液单元（护肤清洁类）；蜡基单元（蜡基类）,云南省楚雄州楚雄市开发区紫溪大道,刘绍兴,云南省楚雄州楚雄市开发区紫溪大道,915323007194728189,曾立华,云南省药品监督管理局,罗建红,云南省药品监督管理局,吴羽 、宋绍华,2026-12-20,2021-12-20,琚健
89,大理白族自治州中药制药有限公司,云妆20160028,一般液态单元（护发清洁类、护肤水类）；膏霜乳液单元（护发类、护肤清洁类）；粉单元（散粉类）,云南省大理州巍山县南诏镇城东路66号,朱志辉,云南省大理州巍山县南诏镇城东路66号,915329272188006415,严红波,云南省药品监督管理局,万志萍,云南省药品监督管理局,吴羽 宋绍华,2026-12-20,2021-12-20,琚健
90,江门市爱果工房生物科技有限公司,粤妆20170377,一般液态单元（护发清洁类、护肤水类、啫喱类）；膏霜乳液单元（护肤清洁类、护发类）,江门市新会区司前镇石名村大湾（土名）,曾毅强,江门市新会区司前镇石名村大湾（土名）,91440705325074489E,邓铭海,广东省药品监督管理局,刘秀敏,江门市市场监督管理局,由日常监管管理机构指定,2026-12-19,2021-12-20,苏盛锋
91,汕头市绿春精细化工有限公司,粤妆20161689,一般液态单元（护发清洁类、护肤水类、啫喱类）；膏霜乳液单元（护肤清洁类、护发类）；蜡基单元（蜡基类）,汕头市潮南区胪岗镇胪岗工业区,吴晓婷,汕头市潮南区胪岗镇胪岗工业区雨梦大厦,9144051423165794XY,吴昭桐,广东省药品监督管理局,吴政洽,汕头市潮南区市场监督管理局,日常监管机构指定,2026-12-25,2021-12-20,苏盛锋
92,盐城御欣化妆品有限公司,苏妆20180020,一般液态单元（护肤水类）；膏霜乳液单元（护肤清洁类）,射阳县盘湾镇盘龙大道北侧,张爱丰,射阳县盘湾镇盘龙大道北侧（车间装修）,91320924MA1R64YY1Q,张爱丰,江苏省药品监督管理局,曹燕,江苏省药品监督管理局（盐城检查分局）,江苏省药品监督管理局（盐城检查分局）负责日常监管的人员,2023-09-26,2021-12-20,赵亮
93,扬州韵姿日化有限公司,苏妆20160228,一般液态单元（护发清洁类）；膏霜乳液单元（护发类、护肤清洁类）,扬州市杭集工业园翟庄路18号,朱福广,扬州市杭集工业园翟庄路18号,91321016MA1MW60G0N,朱正东,江苏省药品监督管理局,周峰,江苏省药品监督管理局（扬州检查分局）,江苏省药品监督管理局（扬州检查分局）负责日常监管的人员,2026-12-19,2021-12-20,胡春风
94,扬州凯来旅游用品有限公司,苏妆20160216,一般液态单元（护发清洁类）；膏霜乳液单元（护发类、护肤清洁类）,杭集工业园,杭伟芹,江苏省扬州市杭集工业园龙王路8号,913210007325323795,杭伟芹,江苏省药品监督管理局,陈正勇,江苏省药品监督管理局（扬州检查分局）,江苏省药品监督管理局（扬州检查分局）负责日常监管的人员,2026-12-19,2021-12-20,胡春风
95,无锡丝密斯科技有限公司,苏妆20160212,"一般液态单元（啫喱类、护发清洁类、护肤水类）；膏霜乳液单元（护发类、护肤清洁类）
该企业具备眼部用护肤类、婴儿和儿童用护肤化妆品生产条件。",无锡新吴区泰山路2号国际科技合作园B楼1F座,蔡晖斌,无锡新吴区锡坤路6号（星洲一路西侧周泾浜南侧）,913202147520273023,蔡晖斌,江苏省药品监督管理局,孙宝珍,江苏省药品监督管理局（无锡检查分局）,王丹、冯佳超,2026-12-27,2021-12-20,张贤
96,昆山华羚化妆品有限公司,苏妆20160206,一般液态单元（护肤水类）；膏霜乳液单元（护肤清洁类）；粉单元（块状粉类、染发类、散粉类）；蜡基单元（蜡基类）,江苏省昆山综合保税区新竹路66号,赖清俊,江苏省昆山综合保税区新竹路66号,913205837168460447,赖清俊,江苏省药品监督管理局,赖廷豪,江苏省药品监督管理局（苏州分局）,江苏省药品监督管理局（苏州分局）负责日常监管的人员,2026-12-19,2021-12-20,钱玲
97,扬州欧兰德日化有限公司,苏妆20160172,一般液态单元（护发清洁类、护肤水类）；膏霜乳液单元（护发类、护肤清洁类）,广陵区杭集工业园兴隆路北侧,朱微,扬州市杭集镇兴隆路18号,91321016681617726K,樊长进,江苏省药品监督管理局,居万鹏,江苏省药品监督管理局（扬州检查分局）,江苏省药品监督管理局（扬州检查分局）负责日常监管的人员,2026-12-19,2021-12-20,胡春风
